Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-12-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Rwanda,RWA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,25.48,34.89,23.95,23.88,26.96,29.32,36.28,35.94,38.19,40.08,40.66,39.8,41.75,40.67,45.19,47.61,49.6,50.8,55.13,55.06,60.89,63.59,63.26,57.45,68.93,63.02,63.17,61.4,68.91,66.24,78.56,83.11,58.81,37.99,47.01,53.01,56.87,63.05,68.03,75.13,73.72,90.48,82.32,81.56,87.58,89.97,90.48,91.71,104.07,99.14,106.37,116.62,120.93,97.24,100.32,102.45,106.03,111.58,114.9,116.33,122.56,123.19,
South Asia,SAS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Saudi Arabia,SAU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,16.54,16.92,17.63,18.18,19.7,21.05,19.7,20.62,22.2,24.37,36.2,21.59,25.09,36.21,38.36,29.06,37.51,36.73,40.3,36.17,36.89,49.58,53.22,70.59,82.05,83.83,99.79,109.48,113.7,119.67,119.67,126.5,131.84,131.11,117.18,109.42,116.72,113.6,106.36,105.82,116.48,121.47,127.48,138.67,139.66,140.02,139.36,136.13,125.94,121.65,122.55,119.44,120.1,84.55,105.05,110.39,136.79,138.35,152.11,181.73,174.15,182.29,
Sudan,SDN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.56,91.93,106.91,85.38,107.7,103.42,130.94,122.21,128.05,116.62,126.22,
Senegal,SEN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,51.35,51.63,55.56,53.89,58.43,52.75,57.72,45.94,49.37,36.46,55.89,34.58,42.78,59.56,74.97,66.33,35.84,64.09,43.56,37.85,60.84,59.95,38.05,40.17,51.89,56.32,64.34,52.67,60.48,53.33,55.88,49.61,55.85,55.33,63.14,54.87,50.15,49.92,77.41,74.48,68.98,41.41,62.92,62.64,73.26,57.8,50.96,86.89,95.74,106.5,65.99,80.04,76.12,80.07,114.05,105.88,141.51,166.28,165.89,203.82,198.07,189.93,
Singapore,SGP,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,273.24,268.8,272.72,270.94,316.39,330.38,324.53,364.95,373.38,370.6,463.19,468.39,392.53,292.49,280.43,302.13,276.63,260.53,235.5,229.33,232.96,225.12,192.11,174.62,149.51,119.51,101.25,65.68,43.33,46.85,25.25,25.77,21.75,20.57,24.61,28.24,32.07,36.23,40.39,44.56,48.69,53.23,65.17,70.23,74,80.96,75.12,74.91,79.16,86.89,90.85,94.75,96.59,100.1,100.94,98.96,100.12,106.1,107.4,101.67,104.66,90.86,
Solomon Islands,SLB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,36.32,36.75,37.99,39.1,39.3,38.59,39.3,37.19,40.86,44.51,45.63,44.37,45.11,46.02,47.53,49.41,51.06,53.93,61.24,62.51,68.73,67.66,67.66,77.56,80.47,79.15,62.81,65.12,68.01,67.64,72.11,76.14,75.01,75.63,84.04,86.09,90.62,92.24,86.54,87.24,83.37,85.08,88.06,100.11,113.23,115.69,123.99,129.2,125.13,91.27,93.06,94.77,96.68,98.9,100.49,100.6,102.04,103.63,104.71,104.29,108.11,108,
Sierra Leone,SLE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,22.31,23.66,24.1,25.92,26.34,28.08,28.33,27.22,30.34,28.58,29.23,29.5,30.34,30.07,32.3,32.36,34,34.05,32.24,32.34,32.39,34.36,33.81,35.84,35.55,38.8,37.63,38.8,40.1,40.42,40.65,37.66,37.78,38.23,35.96,38.03,40.62,36.53,31.29,29.01,34.74,41.89,60.28,66.79,66.32,80.42,68.69,72.96,90.27,102.26,109.17,112.75,118.71,110.39,96.14,93.47,83.94,89,77.42,91.15,133.47,105.75,
El Salvador,SLV,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,63.17,65.05,73.44,74.66,76.32,75.88,77.82,73.58,80.43,81.43,90.95,92.22,93.18,104.15,109.98,95.58,102.7,115.42,119.29,113.22,103.21,98.88,99.84,104.59,100.54,94.72,91.69,88.3,87.54,98.46,102.61,116.96,104.13,102.45,104.55,108.16,103.2,101.96,113.95,102.25,101.15,92.33,89.31,96.43,97.12,103.52,105,117.87,109.77,105.48,100.5,116.72,102.52,101.06,93.95,104.99,107.19,103.48,107.12,101.89,107.86,105.36,
San Marino,SMR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,58.22,59.22,61.17,63.49,67.93,70.19,72.43,71.81,75.61,83.3,80.95,94.33,82.99,81.97,83.64,83.87,81.11,80.25,80.89,82.31,98.33,107.64,94.97,104.73,117.91,119.31,127.33,134.55,140.24,113.44,87.98,70.93,73.76,92.76,84.69,84.38,86.41,75.29,85.12,94.22,100.47,105.35,104.76,104.66,101.8,94.76,89.88,92.7,93.44,104.85,86.61,109.06,108.59,101.08,105.5,93.42,101.67,105.58,102.53,100.95,101.06,101.37,
Serbia,SRB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.59,85.48,100.08,104.39,99.65,102.1,74.41,98.24,98.78,92.06,109.16,86.01,107.24,108.26,113.06,103.4,94.58,
Sub-Saharan Africa (excluding high income),SSA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.14605701,16.00234903,15.85014799,14.07806932,14.70762006,14.46300795,17.89938198,14.97534153,18.28045657,19.5131125,20.41507683,20.74456143,19.94719197,23.93384191,23.50408232,21.49214333,23.65529631,23.75093573,20.03285863,20.60306978,23.61089898,19.66218371,21.82032565,19.94249322,24.25941646,23.60480599,21.3919819,26.6374902,19.28404785,17.5477242,23.99207125,27.5454365,50.71422349,64.5174118,63.19991548,75.29741638,73.19558111,75.68201923,70.7243198,72.65425447,85.53433588,83.46552803,98.09385768,94.08991361,101.1152428,104.7781915,102.3722191,99.09023782,105.1635177,91.4037522,107.9424306,100,100,100,100,100,100,100,100,100,,,
South Sudan,SSD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.55,88.31,98.25,103.33,98.41,96.58,101.12,106.95,110.85,112.4,117.91,
Sub-Saharan Africa,SSF,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.14614784,16.00244446,15.85023654,14.07817846,14.70771718,14.46312022,17.89951451,14.97549127,18.28054963,19.51319804,20.41515228,20.74465431,19.94727539,23.93391599,23.50414754,21.49220934,23.6553547,23.7509867,20.03291677,20.60312865,23.61095221,19.6622442,21.82039263,19.94253974,24.25947048,23.60486461,21.39202154,26.63752123,19.28408035,17.54775609,23.99210399,27.54546177,50.71426263,64.51744482,63.19995485,75.29744412,73.19560911,75.68204323,70.72434718,72.65427853,85.53434865,83.46554238,98.09385922,94.08991828,101.115242,104.778188,102.3722174,99.09023844,105.1635145,91.40375746,107.9424255,100,100,100,100,100,100,100,100,100,,,
Small states,SST,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Sao Tome and Principe,STP,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,90.72,95.66,80.94,99.6,92.09,96.06,96.91,92.41,86.28,86.25,92.75,90.28,93.59,89.81,73.4,68.95,68.57,71.79,79.21,64.66,68.36,65.54,65.54,57.5,59.97,62.7,61.47,64.31,57.65,53.52,55.08,71.57,74.97,79.75,72.86,84.96,99.96,105.26,107.66,108.93,113.37,113.82,114.5,106.62,109.02,108.74,107.94,103.85,105.45,103.33,101.26,103.29,112.44,106.54,88.87,104.59,110.39,106.57,106.22,105.73,106.25,107.39,
Suriname,SUR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,25.39,30.21,30.7,31.6,39.76,41.95,49.14,49.9,48.54,53.72,52.98,49.19,56.78,55.37,59.02,58.3,63.48,68.31,71.64,77.72,85.59,88.56,80.15,89.98,90.06,88.78,83.93,84.24,83.27,69.98,81.87,88.28,79.59,79.36,79.5,78,75.7,65.81,67.07,62.02,68.43,53.17,59.29,61.87,63.16,69.44,70.83,74.46,85.18,87.47,87.49,87.33,99.93,102.88,97.92,99.2,102.18,95.87,89.67,79.98,79.9,80.24,
Slovak Republic,SVK,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.91,101.67,95.12,102.02,102.48,96.66,89.63,72.89,88.33,87.59,74.2,98.01,92.71,82.69,76.34,100.94,87.17,69.05,89.61,70.22,82.1,105.03,86.66,108.31,87.54,96.8,93.51,101.12,99.81,85,
Slovenia,SVN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.69,97.82,112.05,104.76,109.42,109.48,114.89,102.65,113.76,94.8,117.45,89.01,122.37,112.75,100.64,103.86,98.38,99.15,99.8,102.19,83.63,83.49,98.26,106,95.74,87.31,101.33,93.98,105.74,84.9,81.75,
Sweden,SWE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,82.54,80.06,83.05,91.44,88.76,70.31,88.69,92.6,71.91,90.71,93.28,91.64,86.11,111.06,90.69,96.64,98.12,102.45,96.43,94.14,100.48,102.62,96.81,119.02,101.14,103.15,86.66,91.31,103.76,110.09,85.68,76.09,96.15,79.76,83.24,96.94,97.75,94.47,85.33,91.58,88.79,89.21,86.67,93.56,87.69,75.82,84.53,87.21,91.82,79.38,85.27,89.96,88.68,99.87,103.91,96.22,103.35,64.14,105.2,102.54,91.72,103.06,
Eswatini,SWZ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,19.51,18.6,20.29,22.23,24.75,29.51,34.95,33.61,36.41,42.09,42.41,45.85,44.13,49.87,50.7,51.94,49.36,57.46,54.65,64.34,71.3,68.32,66.9,77.54,78.36,84.82,80.82,84.7,84.72,87.74,84.32,79.3,72.23,75.04,70.23,76.94,80.71,79.57,86.82,77.46,77.84,83.95,83.74,87.09,90.98,86.86,85.42,87.17,88.47,93.29,95.85,98.23,100.6,101.71,100.11,98.18,102.14,104.89,106.06,105.5,105.66,107.49,
Sint Maarten (Dutch part),SXM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,310.27,333.28,308.75,372.77,334.15,385.15,473.95,517.03,334.38,312.16,278.53,344.26,306.07,286.2,250.57,247.1,224.76,196.48,213.62,217.86,204.85,221.37,251.77,170.79,209.79,225.76,148.39,124.52,118.57,113.9,126.93,106.83,107.63,128.46,144.64,150.81,142.2,136.33,128.62,122.52,122.36,123.42,113.5,112.17,106.53,103.66,104.22,102.79,95.86,93.26,97.07,95.88,94.77,95.33,103.36,101.3,101.56,101.47,102.09,101.91,102.55,101.78,
Syrian Arab Republic,SYR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,28.83,40.53,34.54,38.88,36.23,28.02,37.34,35.69,38.93,30.6,36.5,50.81,31.66,54.09,55.86,64.31,59.61,67.29,57.17,82.42,81.25,84.31,83.26,73.5,82.69,89.96,72.36,103.93,65.43,80.67,81.86,103.05,97.03,101.6,106.25,123.98,104.43,137.52,105.63,126.27,125.37,153.84,144.43,148.22,157.79,162.47,133.1,126.17,145.8,135.56,157.18,138.46,114.59,85.07,113.44,101.49,112.54,107.35,123.99,128.83,100.49,96.3,
Turks and Caicos Islands,TCA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,22.58,25.03,27.83,26.47,25.2,25.51,24.74,27.84,26.96,24.57,24.51,21.84,22.1,25.37,26.78,26.11,26.04,26.78,24.46,24.88,22.24,23.48,27.21,23.3,29.92,27.55,27.82,33.2,32.75,31.67,38.69,37.99,30.49,41.37,41,44.22,50.14,56.71,52.1,49.22,60.96,54.51,59.63,51.85,66.76,62.09,62.96,64.4,57.32,106.28,67.05,118.3,99.47,100.74,92.45,106.81,98.37,103.38,109.83,105.9,101.49,104.38,
East Asia & Pacific (IDA & IBRD countries),TEA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Togo,TGO,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,26.59,27.32,29.14,30.27,30.73,31,31.39,32.73,32.76,34.98,35.06,32.66,33.1,32.61,34.37,32.53,31.64,33.07,36.52,37.61,37.75,36.88,34.11,36.7,41.85,42.02,43.29,44.3,48.1,49.78,48.25,46.57,54.46,56.08,56.2,68.49,70,69.23,69.38,63.8,71.75,71.94,70.41,73.43,69.43,72.85,75.2,81.26,87.3,88.66,99.23,96.27,89.77,102.38,97.1,100.52,105.63,111.28,112.96,112.72,115.76,119.81,
Thailand,THA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,18.04,19.37,20.93,20.23,21.01,24.87,21.82,23.63,25.48,26.31,26.74,25.51,30.69,30.16,33.56,36.27,36.34,42.25,39.67,43.97,44.62,44.45,47.31,48.62,51.08,47.73,48.24,54.89,57.36,51.86,55.38,57.27,55.77,58.95,60.57,63.12,64.34,61.81,65.91,74.25,78.37,78.55,83.18,83.03,80.6,82.6,90.59,89.88,91.12,91.08,99.15,106.02,105.04,103.13,96.14,100.72,102.94,106.38,102.51,97.97,102.1,106.6,
Tajikistan,TJK,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,49.46,48.5,43.74,38.4,42.17,40.22,38.19,44.72,49.4,55.81,58.57,66.75,63.61,66.47,67.99,70.17,77.57,81.21,87.34,94.92,101.56,98.91,99.16,101.93,109.07,119.18,131.07,137.86,131.68,131.33,
Turkmenistan,TKM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.22,89.45,91.18,91.62,41.93,52.34,65.02,96.86,90.6,95.73,90.56,96.22,112.39,118.33,111.23,97.34,92.85,99.17,115.72,102.99,84.06,86.89,92.25,96.04,111.71,113.42,107.51,116.92,126.11,125.31,121.16,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Timor-Leste,TLS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,40.17,40.87,41,39.49,40.48,41.9,52.1,44.36,52.81,53.98,54.67,55.58,60.52,59.48,60.73,64.42,70.9,71.43,71.69,72.13,71.76,71.29,72.09,75.35,73.99,73.6,74.68,73.33,72.33,80.79,87.91,82.86,91.78,95.08,96.05,96.02,86.69,75.04,82.02,92.03,93.89,99.89,96.73,97.42,105.9,108.86,102.77,113.78,129.69,128.17,99.11,100.67,99.73,104.53,102.75,92.72,87.16,95.52,86.08,92.42,93.42,107.66,
Middle East & North Africa (IDA & IBRD countries),TMN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Tonga,TON,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,155.71,142.28,150.87,147.94,152.72,169.13,175.48,161.67,163.17,145.94,150.09,164.08,154.23,165.09,174.81,171.19,164.4,141.85,141.28,153.04,147.46,114.93,116.66,118.11,113.82,123.61,107.83,97.99,97.89,95.84,98.7,97.32,124.73,107,94.85,95.66,94.18,88.65,87.7,90.56,90.88,94.51,92.44,92.24,92.27,102.02,141.09,137,136.5,135.25,134.58,130.79,131.95,94.25,107.67,98.07,98.07,96.26,96.61,96.53,96.72,97.18,
South Asia (IDA & IBRD),TSA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.14614784,16.00244446,15.85023654,14.07817846,14.70771718,14.46312022,17.89951451,14.97549127,18.28054963,19.51319804,20.41515228,20.74465431,19.94727539,23.93391599,23.50414754,21.49220934,23.6553547,23.7509867,20.03291677,20.60312865,23.61095221,19.6622442,21.82039263,19.94253974,24.25947048,23.60486461,21.39202154,26.63752123,19.28408035,17.54775609,23.99210399,27.54546177,50.71426263,64.51744482,63.19995485,75.29744412,73.19560911,75.68204323,70.72434718,72.65427853,85.53434865,83.46554238,98.09385922,94.08991828,101.115242,104.778188,102.3722174,99.09023844,105.1635145,91.40375746,107.9424255,100,100,100,100,100,100,100,100,100,,,
Trinidad and Tobago,TTO,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,369.26,339.95,361.74,348.26,384.79,362.97,354.33,389.82,374.06,384.44,363.79,391.79,326.84,326.99,315.16,361.93,317.22,273.81,282.88,272.72,235.49,224.32,189.47,171.2,183.03,191.86,194.26,202.93,203.71,230.85,223.09,221.15,214.72,235.22,224.17,228.34,220.66,183.07,197.95,211.7,176.63,213.55,165.34,149.51,139.23,181.68,176.49,103.25,94.82,91.91,92.31,97.03,96.14,97.58,101.01,101.41,104.64,105.87,101.45,102,101.09,98.55,
Tunisia,TUN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,20.25,23.09,30.95,29.48,27.76,21.02,23.93,24.44,19.36,27.88,40.5,32.17,39.32,39.7,48.22,37.61,41.42,37.7,38.55,47.66,41.12,34.73,48.6,44.12,52.89,47.64,53.49,35.61,47.33,61.83,80.2,63.32,70.96,47.13,43.96,89.63,55.32,73.12,81.57,64.63,50.87,51.18,89.55,73.72,83.12,87.99,85.5,89.45,87.7,85.15,86.26,99.56,94.44,86.95,119.87,93.18,90.71,118.98,106.36,131.04,102.89,111.48,
Turkiye,TUR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,27.81,28.8,30.21,31.03,30.11,33.33,33.87,35.79,34.98,37.61,39.88,41.16,36.78,40.75,43.73,47.58,47.14,49.61,50.41,51.6,51.28,54.3,53.75,55.22,56.12,60.42,60.67,65.89,61.28,66.72,69.1,70.13,68.97,69.66,71.02,76.12,73.26,83.38,79.21,82.57,77.35,83.57,82.11,83.27,89.4,90.77,83.86,88.9,90.17,92.7,96.05,98.56,99.43,94.98,102.18,102.84,108.25,107.22,109.98,115.79,114.51,125.29,
Tuvalu,TUV,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,97.06,97.55,98.03,105.76,105.93,106.09,95.54,88.77,80.19,72.86,98.91,49.21,43.66,116.54,54.66,44.14,62.42,119.84,125.99,121.23,119.66,79.77,84.99,86.84,87.89,87.09,79.03,71.53,75.22,66.81,101.5,82.07,74.11,71.25,77.68,78.92,77.68,80.91,78.17,85.51,82.74,87.62,90.65,89.35,91.69,92.62,94.63,94.45,95.24,94.65,95.78,97.85,101.06,98.97,100.14,100.89,101.66,102.59,116.36,117.35,117.01,112.68,
Tanzania,TZA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,13.84,14.44,16,16.13,16.69,18.72,17.94,17.31,18.23,19.1,18.63,19.24,20.66,20.88,23.37,24.41,25.99,26.5,27.92,26.34,27.21,28.22,29.6,30.25,31.44,32.46,32.54,31.09,33.2,34.06,35.3,34.47,34.15,32.88,35.71,37.37,35.33,38.12,37.76,37.58,41.84,53.17,44.55,54.2,54.46,59.09,60.91,61.43,62.93,73.87,81.21,84.92,92.34,99.52,104.21,96.27,93.64,99.97,101.22,106.51,104.72,100.37,
Uganda,UGA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,43.36,44.06,49.85,51.66,44.43,46.41,54.66,58.22,67.21,85.07,82.1,83.38,84.64,89.45,94.61,86.48,86.6,85.95,60.11,59.31,63.86,71.15,74.45,69.45,71.19,72.76,77.07,80.39,84.85,86.82,86.95,85.02,91.14,92.7,96.61,95.79,96.56,104.26,109.82,110.86,118.26,122.91,122.5,121.96,120.14,117.55,122.39,88.73,93.08,95.82,96.22,96,98.95,103.15,104.94,91.92,105.08,103.86,122.78,153.38,169.72,148.35,
Ukraine,UKR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.46,68.57,51.34,53.55,47.54,53.24,44.3,40.71,49.1,55.3,55.42,52.79,62.98,63.04,62.57,56.52,79.61,74.17,70.19,91.9,83.66,99.56,100.14,96.11,103.75,100.82,111.07,112.83,100.9,121.71,90.06,
Upper middle income,UMC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Uruguay,URY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,19.49,20.4,20.01,21.28,21.46,22.03,18.3,19.08,22.22,23.59,21.93,20.32,23.95,26.15,25.35,28.15,22.03,21.93,24.19,23.39,28.35,27.04,24.87,26.1,26.51,26.31,27.29,30.24,31.62,27.9,28.36,33.48,33.99,32.79,37.39,44.05,44.16,42.47,48.51,39.8,39.56,38.7,44.04,53.93,56.84,58.74,61.09,62.23,72.77,85.87,84.13,100.93,95.74,107.55,103.42,89.03,104.17,65.2,97.48,85.09,91.17,79.71,
United States,USA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,36.93,37.22,38.74,37.25,40.79,40.11,42.49,43.83,44.41,42.23,48.37,47.97,51.46,47.01,53.42,53.31,57.8,58.57,65.02,58.63,67.43,68.07,49.92,64.45,68.72,62.73,62.65,53.22,62.81,67.17,65.11,73.53,62.86,78.65,67.22,74.56,78.1,77.55,77.8,79.88,77.73,74.57,77.93,87.3,84.04,80.84,86.81,86.09,89.74,89.55,87,85.99,92.94,97.81,95.48,106.71,100.53,100.21,93.68,98.43,101,92.96,
Uzbekistan,UZB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76,48.75,47.01,49.06,44.21,46.83,43.74,48.53,46.55,48.75,50.88,50.83,56.84,60.53,65.34,68.04,69.87,72.35,76.41,80.29,85.22,90.28,95.4,101.34,103.26,95.76,89.45,95.67,99.01,102.59,107.7,
St. Vincent and the Grenadines,VCT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,69.03,71.04,68.78,71.73,66.94,64.54,59.52,62.08,63.48,60.55,64.85,60.43,61.58,56.64,53.51,62.18,60.84,70.99,68.46,66.78,71.95,71.95,76.29,92.1,108.97,106.62,85.68,121.29,108.7,119.15,100.25,119.31,103.08,64.45,84.99,79.63,63.66,69.94,67.6,70.66,74.53,78.69,81.53,76.57,87.58,89.15,91.26,91.23,94.69,92.7,95.88,98.74,97.74,102.13,100.22,97.65,99.48,101.23,102.74,103.68,102.09,102.52,
"Venezuela, RB",VEN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,37,37.19,39.31,41.33,44.23,45.51,47.54,48.24,50.16,53.59,52.6,50.18,51.79,54,56.53,52.05,62.33,61.48,62.82,62.74,61.53,62.52,61.08,61.45,66.73,73.02,75.68,80.53,79.43,78.44,82.5,81.23,80.48,84.32,84.48,87.58,91.78,95.05,97.64,100.84,101.9,93.87,95.55,99.28,106.45,104.79,108.26,106.31,104.96,106.08,113.37,100.62,108.14,107.27,103.62,96.38,95.79,86.25,86.75,95.11,97.18,93.94,
British Virgin Islands,VGB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.54,15.46,15.4,15.63,15.37,14.3,15.08,14.21,14.74,16.26,16.66,16.97,17.41,17.44,16.57,19.3,18.74,18.79,21.01,22.21,23.04,25.25,25.47,26.98,27.25,28.31,27.94,29.8,32.04,32.77,34.16,37.18,39.06,40.75,43.39,46.55,49.21,51.37,55.85,58.98,60.51,64.59,67.07,70.93,71.73,74.28,77.54,80.53,80.85,83.27,87.26,94.36,96.35,99.4,100.98,99.63,101.53,104.7,105.44,106.01,109.24,109.55,
